threshold,f1,precision,recall,accuracy,tp,fp,tn,fn
0.331,0.6963562753036437,0.5341614906832298,1.0,0.563953488372093,258,225,33,0
0.332,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.333,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.334,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.335,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.336,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.337,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.338,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.339,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.34,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.341,0.6954177897574124,0.5330578512396694,1.0,0.562015503875969,258,226,32,0
0.342,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.343,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.344,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.345,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.346,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.347,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.348,0.6935483870967741,0.5308641975308642,1.0,0.5581395348837209,258,228,30,0
0.349,0.6926174496644295,0.5297741273100616,1.0,0.5562015503875969,258,229,29,0
0.35,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.351,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.352,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.353,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.354,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.355,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.356,0.6916890080428953,0.5286885245901639,1.0,0.5542635658914729,258,230,28,0
0.357,0.6907630522088353,0.5276073619631901,1.0,0.5523255813953488,258,231,27,0
0.358,0.6898395721925134,0.5265306122448979,1.0,0.5503875968992248,258,232,26,0
0.359,0.6898395721925134,0.5265306122448979,1.0,0.5503875968992248,258,232,26,0
0.36,0.6889185580774365,0.5254582484725051,1.0,0.5484496124031008,258,233,25,0
0.361,0.6889185580774365,0.5254582484725051,1.0,0.5484496124031008,258,233,25,0
0.362,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.363,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.364,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.365,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.366,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.367,0.6880000000000001,0.524390243902439,1.0,0.5465116279069767,258,234,24,0
0.368,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.369,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.37,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.371,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.372,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.373,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.374,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.375,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.376,0.6870838881491345,0.5233265720081136,1.0,0.5445736434108527,258,235,23,0
0.377,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.378,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.379,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.38,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.381,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.382,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.383,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.384,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.385,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.386,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.387,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.388,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.389,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.39,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.391,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.392,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.393,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.394,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.395,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.396,0.6861702127659575,0.5222672064777328,1.0,0.5426356589147286,258,236,22,0
0.397,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.398,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.399,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.4,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.401,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.402,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.403,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.404,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.405,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.406,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.407,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.408,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.409,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.41,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.411,0.6852589641434264,0.5212121212121212,1.0,0.5406976744186046,258,237,21,0
0.412,0.6834437086092714,0.5191146881287726,1.0,0.5368217054263565,258,239,19,0
0.413,0.6834437086092714,0.5191146881287726,1.0,0.5368217054263565,258,239,19,0
0.414,0.6834437086092714,0.5191146881287726,1.0,0.5368217054263565,258,239,19,0
0.415,0.6834437086092714,0.5191146881287726,1.0,0.5368217054263565,258,239,19,0
0.416,0.6834437086092714,0.5191146881287726,1.0,0.5368217054263565,258,239,19,0
0.417,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.418,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.419,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.42,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.421,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.422,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.423,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.424,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.425,0.6825396825396826,0.5180722891566265,1.0,0.5348837209302325,258,240,18,0
0.426,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.427,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.428,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.429,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.43,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.431,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.432,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.433,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.434,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.435,0.6816380449141347,0.5170340681362725,1.0,0.5329457364341085,258,241,17,0
0.436,0.6807387862796834,0.516,1.0,0.5310077519379846,258,242,16,0
0.437,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.438,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.439,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.44,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.441,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.442,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.443,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.444,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.445,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.446,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.447,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.448,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.449,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.45,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.451,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.452,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.453,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.454,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.455,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.456,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.457,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.458,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.459,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.46,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.461,0.6798418972332015,0.5149700598802395,1.0,0.5290697674418605,258,243,15,0
0.462,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.463,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.464,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.465,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.466,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.467,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.468,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.469,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.47,0.6789473684210526,0.5139442231075697,1.0,0.5271317829457365,258,244,14,0
0.471,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.472,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.473,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.474,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.475,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.476,0.6780551905387647,0.5129224652087475,1.0,0.5251937984496124,258,245,13,0
0.477,0.6771653543307087,0.5119047619047619,1.0,0.5232558139534884,258,246,12,0
0.478,0.6771653543307087,0.5119047619047619,1.0,0.5232558139534884,258,246,12,0
0.479,0.6771653543307087,0.5119047619047619,1.0,0.5232558139534884,258,246,12,0
0.48,0.6771653543307087,0.5119047619047619,1.0,0.5232558139534884,258,246,12,0
0.481,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.482,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.483,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.484,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.485,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.486,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.487,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.488,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.489,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.49,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.491,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.492,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.493,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.494,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.495,0.6762778505897772,0.5108910891089109,1.0,0.5213178294573644,258,247,11,0
0.496,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.497,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.498,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.499,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.5,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.501,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.502,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.503,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.504,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.505,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.506,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.507,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.508,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.509,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.51,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.511,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.512,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.513,0.6736292428198434,0.5078740157480315,1.0,0.5155038759689923,258,250,8,0
0.514,0.6727509778357236,0.5068762278978389,1.0,0.5135658914728682,258,251,7,0
0.515,0.6727509778357236,0.5068762278978389,1.0,0.5135658914728682,258,251,7,0
0.516,0.6727509778357236,0.5068762278978389,1.0,0.5135658914728682,258,251,7,0
0.517,0.671875,0.5058823529411764,1.0,0.5116279069767442,258,252,6,0
0.518,0.671875,0.5058823529411764,1.0,0.5116279069767442,258,252,6,0
0.519,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.52,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.521,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.522,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.523,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.524,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.525,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.526,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.527,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.528,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.529,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.53,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.531,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.532,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.533,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.534,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.535,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.536,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.537,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.538,0.6710013003901171,0.5048923679060665,1.0,0.5096899224806202,258,253,5,0
0.539,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.54,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.541,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.542,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.543,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.544,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.545,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.546,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.547,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.548,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.549,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.55,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.551,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.552,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.553,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.554,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.555,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.556,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.557,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.558,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.559,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.56,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.561,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.562,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.563,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.564,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.565,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.566,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.567,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.568,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.569,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.57,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.571,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.572,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.573,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.574,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.575,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.576,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.577,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.578,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.579,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.58,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.581,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.582,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.583,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.584,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.585,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.586,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.587,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.588,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.589,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.59,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.591,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.592,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.593,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.594,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.595,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.596,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.597,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.598,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.599,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.6,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.601,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.602,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.603,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.604,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.605,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.606,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.607,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.608,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.609,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.61,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.611,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.612,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.613,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.614,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.615,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.616,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.617,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.618,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.619,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.62,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.621,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.622,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.623,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.624,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.625,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.626,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.627,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.628,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.629,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.63,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.631,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.632,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.633,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.634,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.635,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.636,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.637,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.638,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.639,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.64,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.641,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.642,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.643,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.644,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.645,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.646,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.647,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.648,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.649,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.65,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.651,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.652,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.653,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.654,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.655,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.656,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.657,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.658,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.659,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.66,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.661,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.662,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.663,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
0.664,0.6701298701298701,0.50390625,1.0,0.5077519379844961,258,254,4,0
